Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28,lat29,lng29,lat30,lng30,lat31,lng31,lat32,lng32
L1C,43.9327096,-78.70761591,43.9215753,-78.69935306,43.92195928,-78.7062832,43.911207,-78.7020185,43.90986283,-78.71747803,43.89910838,-78.71294679,43.90198923,-78.70894863,43.88393361,-78.70041923,43.87202159,-78.70228504,43.87778577,-78.69162329,43.87279018,-78.68469316,43.87432733,-78.68202772,43.87836216,-78.68389353,43.88085977,-78.68096155,43.88681519,-78.67509759,43.88815988,-78.66336967,43.89334626,-78.6513752,43.89277002,-78.63778148,43.8968036,-78.64044691,43.8968036,-78.64257926,43.90237333,-78.64444507,43.90085938,-78.66150222,43.90603573,-78.66136667,43.90525442,-78.6696354,43.9104304,-78.66705989,43.91462944,-78.67126203,43.91697297,-78.66773766,43.92185501,-78.6676021,43.9313849,-78.67475724,43.93048057,-78.6778965,43.9392972,-78.68009399,43.9325153,-78.70803344
