Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28,lat29,lng29,lat30,lng30,lat31,lng31,lat32,lng32,lat33,lng33,lat34,lng34,lat35,lng35,lat36,lng36,lat37,lng38,lat39,lng39,lat40,lng40,lat41,lng41,lat42,lng42,lat43,lng43,lat44,lng44,lat45,lng45,lat46,lng46,lat47,lng47,lat48,lng48,lat49,lng49,lat50,lng50,lat51,lng51,lat52,lng52,lat53,lng53,lat54,lng54
L0B South,44.16122846,-78.65871747,44.11794868,-78.82904693,44.1056608,-78.88365015,44.10741637,-78.90483946,44.10741637,-78.90320951,44.0951263,-78.90646941,44.06468276,-78.88120523,44.07229512,-78.85023624,44.0594121,-78.8420865,44.05062661,-78.8730555,44.05589806,-78.87713036,44.01664381,-79.05071972,43.92925383,-79.01160099,43.939231,-78.99530152,43.94216514,-78.98633681,43.93629671,-78.9773721,43.95800701,-78.98226194,43.96856591,-78.93662343,43.94040467,-78.91706406,43.95214014,-78.90891433,43.96211347,-78.90239454,43.95742035,-78.89016994,43.9509667,-78.87387047,43.96152685,-78.86572073,43.95214014,-78.84616137,43.96445989,-78.83393677,43.92690602,-78.76384905,43.88815374,-78.75162445,43.88991575,-78.6978362,43.90635871,-78.70761588,43.92749298,-78.70272604,43.90048675,-78.6579025,43.8981378,-78.63182334,43.91927499,-78.5992244,43.91692678,-78.58210996,43.89696329,-78.57722012,43.90087799,-78.48586373,43.91895982,-78.42032842,43.95711454,-78.44403268,43.95109174,-78.46355384,43.97919292,-78.47610315,43.98320629,-78.44821579,44.00026008,-78.45658199,43.99022903,-78.51235673,44.0082837,-78.51932857,44.01329791,-78.50538488,44.06742437,-78.52490604,44.08044743,-78.46215947,44.11849841,-78.48028626,44.06217704,-78.67566017,44.11163263,-78.6965416,44.12459774,-78.64349147,44.16185659,-78.65872928
