Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14
L9L,44.12198293,-78.94535939,44.11900645,-78.95740936,44.10281921,-78.95624323,44.10170269,-78.96207386,44.09155995,-78.96000075,44.09016403,-78.95481797,44.08392849,-78.95481797,44.08709288,-78.93888091,44.09211832,-78.94186101,44.10179573,-78.93538254,44.11007611,-78.9470438,44.11426238,-78.94484111,44.11779722,-78.94665509,44.12207595,-78.94535939
