Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24
L0B North,44.2725511,-78.60723186,44.26725624,-78.61568265,44.24228834,-78.71990902,44.22639416,-78.72906404,44.23219729,-78.73962753,44.23774758,-78.73645848,44.2364862,-78.74843043,44.23825213,-78.75547275,44.23144039,-78.75406429,44.14044821,-78.845198,44.13163805,-78.82685448,44.11915961,-78.82868436,44.16229845,-78.65834112,44.16307193,-78.65834112,44.17618482,-78.65867969,44.19086902,-78.6664277,44.20039195,-78.68469087,44.22022644,-78.60942449,44.20753313,-78.60222991,44.21269012,-78.58618046,44.23331355,-78.59337504,44.24164019,-78.58230645,44.25670446,-78.58784075,44.27334995,-78.60665734
