Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28,lat29,lng29,lat30,lng30,lat31,lng31,lat32,lng32,lat33,lng33,lat34,lng34,lat35,lng35,lat36,lng36,lat37,lng37,lat38,lng38,lat39,lng39,lat40,lng40,lat41,lng42,lat43,lng43,lat44,lng44,lat45,lng45,lat46,lng46,lat47,lng47,lat48,lng48
L0C_North,44.34430797,-79.00471398,44.32484706,-79.0891798,44.30029386,-79.07801244,44.28619656,-79.14542267,44.27281557,-79.13995392,44.26889008,-79.16005516,44.27470552,-79.16127342,44.27326425,-79.16767351,44.26541307,-79.17762261,44.26061461,-79.17457697,44.25654289,-79.18391694,44.26526767,-79.20259688,44.24704095,-79.2815132,44.23467663,-79.275828,44.23467663,-79.27948277,44.20067074,-79.2644575,44.20634738,-79.24212279,44.18756871,-79.2331889,44.18325323,-79.25430063,44.14262094,-79.23340363,44.13283972,-79.23729568,44.12892535,-79.23797738,44.12445614,-79.25827921,44.0982697,-79.24733272,44.09322199,-79.2523749,44.08477159,-79.24870786,44.07873486,-79.25588915,44.08510085,-79.22777516,44.1038749,-79.14537912,44.12142714,-79.15317158,44.12976262,-79.11772351,44.11265167,-79.10656959,44.11681236,-79.09251837,44.1227296,-79.08539977,44.13940227,-79.00971779,44.15696751,-78.93061098,44.16153687,-78.93210963,44.17309307,-78.92386704,44.18196026,-78.93473228,44.18303498,-78.93023632,44.2085538,-78.92424171,44.21848972,-78.92311772,44.21285062,-78.94934414,44.32612136,-78.99772996,44.33436926,-78.96997667,44.33651311,-78.99957507,44.34535568,-79.00631901
