Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23
oshawa,44.0299753,-78.95341738,44.04745307,-78.87448875,43.87011925,-78.79754553,43.86774232,-78.79892569,43.86973232,-78.80643991,43.86951121,-78.81456753,43.86884788,-78.81847799,43.86563655,-78.81940696,43.8649179,-78.82109383,43.86536014,-78.82362413,43.85961066,-78.83113834,43.85856021,-78.83067829,43.8577309,-78.83175175,43.85850492,-78.83328526,43.85750974,-78.84248634,43.85656984,-78.84363648,43.85529313,-78.84923389,43.85440848,-78.8555213,43.85186503,-78.86556581,43.85114622,-78.86863283,43.8503168,-78.86978297,43.85169915,-78.8766071,44.02998752,-78.953594
