Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14
L9L,44.1219829,-78.945359,44.1190065,-78.957409,44.1028192,-78.956243,44.1017027,-78.962074,44.09156,-78.960001,44.090164,-78.954818,44.0839285,-78.954818,44.0870929,-78.938881,44.0921183,-78.941861,44.1017957,-78.935383,44.1100761,-78.947044,44.1142624,-78.944841,44.1177972,-78.946655,44.122076,-78.945359
