Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28,lat29,lng29,lat30,lng30,lat31,lng31,lat32,lng32,lat33,lng33,lat34,lng34,lat35,lng35,lat36,lng36,lat37,lng37,lat38,lng38,lat39,lng39,lat40,lng40,lat41,lng41,lat42,lng42,lat43,lng43,lat44,lng44,lat45,lng45,lat46,lng46,lat47,lng47,lat48,lng48,lat49,lng49,lat50,lng50,lat51,lng51,lat52,lng52,lat53,lng53,lat54,lng54,lat55,lng55,lat56,lng56,lat57,lng57,lat58,lng58,lat59,lng59,lat60,lng60,lat61,lng61,lat62,lng62,lat63,lng63,lat64,lng64,lat65,lng65,lat66,lng66,lat67,lng67,lat68,lng68,lat69,lng69,lat70,lng70,lat71,lng71,lat72,lng72,lat73,lng73,lat74,lng74,lat75,lng75,lat76,lng76,lat77,lng77,lat78,lng78,lat79,lng79,lat80,lng80,lat81,lng81,lat82,lng82,lat83,lng83,lat84,lng84,lat85,lng85,lat86,lng86,lat87,lng87,lat88,lng88,lat89,lng89,lat90,lng90,lat91,lng91,lat92,lng92,lat93,lng93,lat94,lng94,lat95,lng95,lat96,lng96
L0C_South,44.08256949,-79.24036244,44.06073379,-79.23317295,44.06261245,-79.2233691,44.057446,-79.21552603,44.05016523,-79.22696385,44.01868326,-79.21552603,44.02038985,-79.20885318,44.01261594,-79.20671787,44.0150154,-79.19457329,43.99825483,-79.195214,43.99641131,-79.1917971,44.00424586,-79.15549253,43.98719287,-79.14865873,43.97065402,-79.21914145,43.8989172,-79.18975995,43.91676472,-79.11373391,43.92676313,-79.11976245,43.92922403,-79.11506421,43.92599408,-79.10737619,43.91907218,-79.10588129,43.92199486,-79.09926105,43.92245632,-79.09157302,43.94135082,-79.10047408,43.93842909,-79.1130739,43.95564983,-79.12311105,43.96518059,-79.08039979,43.94796262,-79.07335243,43.932739,-79.06758641,43.93197003,-79.0519968,43.93999247,-79.01672505,44.00966972,-79.04841189,44.04792256,-78.87417197,44.06543912,-78.8833287,44.04742747,-78.8739678,44.03266685,-78.86792852,44.04634225,-78.81085735,44.07802233,-78.82686143,44.06739187,-78.87306191,44.08643428,-78.88695674,44.09551181,-78.88306792,44.09718751,-78.90795634,44.10641744,-78.90474906,44.104742,-78.88608275,44.11842335,-78.82950048,44.1322411,-78.82775051,44.13335754,-78.85944436,44.1249837,-78.86002768,44.12247131,-78.86702755,44.11995882,-78.8648887,44.11828376,-78.87694403,44.11437512,-78.87286077,44.11116425,-78.87772179,44.1154919,-78.88024952,44.10627782,-78.88841604,44.10739475,-78.89483258,44.11884212,-78.88783271,44.14796688,-78.85877163,44.17014634,-78.85916051,44.18773517,-78.86266043,44.20780905,-78.85954938,44.2163105,-78.86674369,44.21714664,-78.87607684,44.20683339,-78.89007658,44.17834907,-78.90685953,44.17751238,-78.9095817,44.17263143,-78.91308163,44.16161295,-78.91269275,44.1492515,-78.91348051,44.14660062,-78.9115361,44.11882903,-78.92942465,44.09901976,-78.92708059,44.09329444,-78.91813631,44.07807075,-78.91541414,44.07485791,-78.92746947,44.09147897,-78.92591394,44.0995783,-78.93583042,44.09189793,-78.94108032,44.0870099,-78.93777483,44.08337854,-78.95469118,44.09008243,-78.95546894,44.09133932,-78.96071884,44.1018124,-78.96285769,44.10348792,-78.95585782,44.11940301,-78.95760779,44.12205511,-78.94516358,44.15552861,-78.93113365,44.12181134,-79.08466563,44.11247549,-79.10480097,44.10554793,-79.10270353,44.10102952,-79.10144508,44.09590823,-79.12535579,44.08603346,-79.13588337,44.09025172,-79.14217567,44.10109731,-79.13420543,44.10320594,-79.14469259,44.0818149,-79.24033545
