Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20
ajax,43.9226904,-79.00982288,43.90455444,-79.08161921,43.89514843,-79.08161921,43.89514843,-79.07695711,43.87801223,-79.06949775,43.87263516,-79.0764909,43.85448394,-79.06903154,43.8521306,-79.06390323,43.84204381,-79.05970734,43.84675119,-79.05178177,43.81547375,-79.03732926,43.81715977,-79.03451809,43.81586198,-79.02447601,43.81997157,-79.01473369,43.81943086,-79.01128641,43.82548659,-78.99959562,43.82754107,-78.99449964,43.82721669,-78.9832585,43.83350695,-78.9704613,43.92275811,-79.00994581
