Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28
whitby,44.02982331,-78.9532174,44.00900839,-79.04760529,43.8334572,-78.97068317,43.83484629,-78.96914262,43.83807581,-78.96596523,43.84172183,-78.96177685,43.84487969,-78.95507981,43.84515745,-78.95257641,43.84588659,-78.94935088,43.84626851,-78.94468108,43.84585187,-78.94395894,43.84665044,-78.9417444,43.84862944,-78.93929379,43.85109443,-78.93539426,43.85140688,-78.93255387,43.85157113,-78.92897512,43.8509115,-78.927242,43.85115452,-78.92603844,43.84680227,-78.91010493,43.84554495,-78.90212047,43.84644768,-78.90057992,43.84721152,-78.90086877,43.84794063,-78.90057992,43.85082226,-78.89701739,43.85252976,-78.89362643,43.85360597,-78.88804193,43.8515924,-78.8765348,44.02977725,-78.95380114
