Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28,lat29,lng29,lat30,lng30,lat31,lng31,lat32,lng32,lat33,lng33,lat34,lng34,lat35,lng35,lat36,lng36,lat37,lng37,lat38,lng38,lat39,lng39,lat40,lng40,lat41,lng41,lat42,lng42,lat43,lng43,lat44,lng44,lat45,lng45,lat46,lng46,lat47,lng47,lat48,lng48,lat49,lng49,lat50,lng50,lat51,lng51,lat52,lng52,lat53,lng53,lat54,lng54,lat55,lng55,lat56,lng56,lat57,lng57,lat58,lng58,lat59,lng59,lat60,lng60,lat61,lng61,lat62,lng62,lat63,lng63,lat64,lng64,lat65,lng65,lat66,lng66,lat67,lng67,lat68,lng68,lat69,lng69,lat70,lng70,lat71,lng71,lat72,lng72,lat73,lng73,lat74,lng74,lat75,lng75,lat76,lng76,lat77,lng77,lat78,lng78,lat79,lng79,lat80,lng80,lat81,lng81,lat82,lng82,lat83,lng83,lat84,lng84,lat85,lng85,lat86,lng86,lat87,lng87,lat88,lng88,lat89,lng89,lat90,lng90,lat91,lng91,lat92,lng92,lat93,lng93,lat94,lng94,lat95,lng95,lat96,lng96,lat97,lng97,lat98,lng98,lat99,lng99,lat100,lng100,lat101,lng101,lat102,lng103,lat104,lng104,lat105,lng105
L0E,44.20362127,-79.51180508,44.19833054,-79.5191851,44.19210556,-79.51419274,44.18401209,-79.51766568,44.17747425,-79.51440979,44.17560616,-79.51375862,44.1738937,-79.51636333,44.16174933,-79.51614627,44.16719903,-79.48662622,44.15115989,-79.48011444,44.15505329,-79.46361794,44.15334023,-79.45862558,44.15427463,-79.45406733,44.17638454,-79.45971087,44.18089892,-79.43453201,44.18307816,-79.43540024,44.18552813,-79.42246343,44.20358079,-79.41399812,44.20933781,-79.38947043,44.20000183,-79.38795102,44.20186914,-79.37731511,44.21453635,-79.36864528,44.21515864,-79.36538939,44.23102484,-79.34954407,44.22180846,-79.33643426,44.2168489,-79.33798778,44.21745622,-79.32852542,44.19199222,-79.3256764,44.18996693,-79.319886,44.188853,-79.31282454,44.17108782,-79.30629405,44.18810343,-79.2338479,44.20602535,-79.24175674,44.20086196,-79.26505956,44.23477001,-79.27946489,44.23507358,-79.27635785,44.24733803,-79.28200702,44.26553583,-79.20235398,44.25714096,-79.18399419,44.25896164,-79.17834502,44.26088341,-79.17537921,44.26543726,-79.17791601,44.2735276,-79.16802077,44.27544889,-79.16124177,44.26938144,-79.15968825,44.27342647,-79.1406223,44.28635736,-79.14637047,44.30067848,-79.07842995,44.32513367,-79.0902932,44.34452891,-79.00484952,44.35170266,-79.00846979,44.3586704,-78.99477055,44.35614595,-79.01002331,44.35402533,-79.02075673,44.3682623,-79.01581371,44.39208366,-79.02725333,44.37653116,-79.10437684,44.36946459,-79.10748388,44.35561066,-79.16385098,44.36116435,-79.16921769,44.35187424,-79.19746353,44.33985551,-79.21695317,44.33661318,-79.24749124,44.34691567,-79.25158689,44.35045042,-79.25130443,44.34701667,-79.25525885,44.34742065,-79.26288523,44.3367142,-79.26754579,44.32660973,-79.27526448,44.33105497,-79.29869505,44.3320652,-79.3037793,44.3307519,-79.31380658,44.3320652,-79.32270402,44.33590389,-79.32510492,44.32448809,-79.34431209,44.32226529,-79.34677457,44.32186113,-79.36005012,44.32782214,-79.36923002,44.32165905,-79.37840992,44.32079958,-79.38673758,44.32312348,-79.39478765,44.3205975,-79.4066509,44.31124458,-79.42443588,44.31205303,-79.43870003,44.31073929,-79.449151,44.30568616,-79.46299146,44.3040651,-79.46911856,44.30002217,-79.47632125,44.29415943,-79.48451255,44.28535728,-79.48853777,44.27565069,-79.50195455,44.26917874,-79.50506159,44.26786404,-79.49658784,44.26553796,-79.49687029,44.26654931,-79.49319833,44.26159352,-79.48670179,44.2452061,-79.48980883,44.24209172,-79.48339058,44.22701451,-79.4689852,44.21001007,-79.47505805,44.19897819,-79.48025787,44.19310537,-79.48915531,44.19644687,-79.50031242,44.20353429,-79.51203444
