Name,lat1,lng1,lat2,lng2,lat3,lng3,lat4,lng4,lat5,lng5,lat6,lng6,lat7,lng7,lat8,lng8,lat9,lng9,lat10,lng10,lat11,lng11,lat12,lng12,lat13,lng13,lat14,lng14,lat15,lng15,lat16,lng16,lat17,lng17,lat18,lng18,lat19,lng19,lat20,lng20,lat21,lng21,lat22,lng22,lat23,lng23,lat24,lng24,lat25,lng25,lat26,lng26,lat27,lng27,lat28,lng28
L1B,43.89694522,-78.64025577,43.90183403,-78.62625322,43.90495433,-78.62365481,43.91192241,-78.61600393,43.91701796,-78.59334001,43.92138522,-78.59564971,43.92284091,-78.57515113,43.92221705,-78.57356321,43.91732992,-78.56966559,43.9149382,-78.57110915,43.91046646,-78.58467864,43.90599439,-78.58323507,43.90214606,-78.58713269,43.90183403,-78.58496735,43.90100192,-78.58540042,43.89663316,-78.57861568,43.89715327,-78.57702776,43.89580098,-78.57673904,43.89538488,-78.58583348,43.89652914,-78.59276258,43.89569695,-78.59637149,43.89663316,-78.6025788,43.89923365,-78.61037404,43.8989216,-78.61672571,43.89704924,-78.62293303,43.89496878,-78.63404845,43.89288825,-78.63736864,43.89694522,-78.64040012
